"","CVE","NOM_MUN","total","covid","covid_1"
"2425","32040","Sain Alto",0,NA,"0 casos"
"2426","32039","Río Grande",6,NA,"Uno o más casos"
"2427","32038","Pinos",4,NA,"Uno o más casos"
"2428","32037","Pánuco",0,NA,"0 casos"
"2429","32036","Ojocaliente",1,NA,"Uno o más casos"
"2430","32035","Noria de Ángeles",0,NA,"0 casos"
"2431","32032","Morelos",6,NA,"Uno o más casos"
"2432","32031","Monte Escobedo",0,NA,"0 casos"
"2433","32026","Mazapil",0,NA,"0 casos"
"2434","32025","Luis Moya",0,NA,"0 casos"
"2435","32024","Loreto",7,NA,"Uno o más casos"
"2436","32020","Jerez",30,NA,"Uno o más casos"
"2437","32016","General Pánfilo Natera",4,NA,"Uno o más casos"
"2438","32013","General Enrique Estrada",1,NA,"Uno o más casos"
"2439","32012","Genaro Codina",0,NA,"0 casos"
"2440","32010","Fresnillo",7,NA,"Uno o más casos"
"2441","32008","Cuauhtémoc",0,NA,"0 casos"
"2442","32006","Cañitas de Felipe Pescador",0,NA,"0 casos"
"2443","32005","Calera",0,NA,"0 casos"
"2444","32041","El Salvador",0,NA,"0 casos"
"2445","32007","Concepción del Oro",0,NA,"0 casos"
"2446","32027","Melchor Ocampo",0,NA,"0 casos"
"2447","32014","General Francisco R. Murguía",0,NA,"0 casos"
"2448","09012","Tlalpan",864,NA,"Uno o más casos"
"2449","09013","Xochimilco",547,NA,"Uno o más casos"
"2450","09008","La Magdalena Contreras",245,NA,"Uno o más casos"
"2451","09014","Benito Juárez",430,NA,"Uno o más casos"
"2452","09015","Cuauhtémoc",629,NA,"Uno o más casos"
"2453","09010","Álvaro Obregón",684,NA,"Uno o más casos"
"2454","09004","Cuajimalpa de Morelos",213,NA,"Uno o más casos"
"2455","09003","Coyoacán",650,NA,"Uno o más casos"
"2456","09011","Tláhuac",432,NA,"Uno o más casos"
"2457","09009","Milpa Alta",263,NA,"Uno o más casos"
